PC1,PC2,label
2.172562,-1.307696,9
-0.803604,-2.172011,4
3.545790,2.646342,1
0.189478,0.710089,5
-1.579008,0.281304,2
1.239497,1.625364,2
1.648533,-1.547372,9
-4.483296,0.753608,0
-0.322186,2.153678,3
-0.339939,-2.093107,9
-2.872402,-2.005165,6
0.829873,-3.448628,7
-2.424517,0.658177,2
-3.655659,0.441734,0
0.854115,2.547113,3
-2.273449,-0.420633,5
0.043080,-3.662192,4
-1.017596,2.438729,3
-0.887922,-1.832057,6
-0.918728,1.034047,5
-1.708588,1.428363,8
-0.409593,-2.685190,9
0.665097,-0.370402,5
1.527277,-2.117875,4
0.209268,-3.596318,7
0.330722,-3.319742,4
-1.909846,0.732718,2
-0.545013,-1.735256,7
-1.289398,2.653352,3
2.063809,-0.881604,4
1.067719,2.021356,8
0.514502,-2.859468,9
3.449729,2.399496,1
0.403749,-0.327247,9
-2.257157,0.582314,2
0.212390,1.784111,8
0.012937,-3.165279,7
0.827055,-3.069660,9
3.195757,2.277768,1
-2.224253,1.970178,8
1.075891,-2.092862,7
1.865765,-1.911458,4
3.111085,2.932259,1
1.557491,0.971733,3
3.576791,2.304905,1
2.970226,0.436977,1
-4.501199,1.363658,0
1.672457,3.945450,2
-0.314436,1.523426,3
1.162311,-3.120140,9
2.296961,-1.122435,4
1.837113,-1.823727,9
-1.597154,1.121912,2
3.516866,1.393460,1
-3.023201,-1.298543,6
1.910719,1.552882,8
0.626676,-3.570092,4
3.183528,0.704373,7
-1.546911,-3.501376,7
1.677064,-2.160526,4
1.370466,-2.580766,4
0.360370,-2.802550,9
-2.403168,0.488724,2
0.203709,1.329847,5
-0.715188,-3.696606,7
-0.011775,1.656549,2
2.189661,-1.269541,4
-1.793109,-2.705488,4
-1.461063,0.573346,2
3.160513,1.474056,1
0.336926,-3.188657,9
1.916788,-2.099896,7
-2.299041,0.989889,2
-0.699882,1.594720,8
0.957663,-3.032434,7
2.501565,-0.131571,6
1.829868,-2.039717,9
-0.279317,3.057111,2
-1.105475,0.472158,2
0.450570,2.187450,3
0.669401,1.477506,8
2.385430,0.873711,1
-2.437203,-0.518484,6
0.235665,1.009424,5
3.188884,2.782653,1
3.212097,1.026854,1
-6.239674,1.771632,0
0.395436,0.177134,2
0.282348,-1.180861,6
-0.084257,-3.358976,4
0.153014,0.412650,5
-1.339417,2.169029,8
-0.935984,2.339118,3
2.655935,0.667697,1
0.035786,0.707293,5
3.822820,1.391820,1
1.578369,-2.120793,9
0.975307,4.020039,2
1.509554,-2.265784,7
2.838838,-0.937206,4
1.222493,-2.735554,4
0.560649,-0.206659,4
0.627846,1.117345,8
4.070271,1.492826,1
2.348165,0.292772,5
2.472720,0.053847,8
1.095906,-2.079135,9
0.943232,-0.506088,5
-1.432928,-1.350201,6
2.968717,-1.348657,7
1.759591,-1.522631,9
-0.089827,-1.239713,9
-1.121351,0.874114,3
-0.989892,-3.753283,7
-7.384299,1.113179,0
1.165951,-1.943396,9
-6.867465,2.072252,0
-0.146955,1.092972,6
-1.165688,-1.821718,6
0.082675,0.147741,2
0.418789,2.602440,3
1.245787,-1.759754,9
-5.522333,1.261570,0
1.192935,-2.259634,7
1.399809,0.038644,5
-0.870235,-3.300447,4
0.855068,0.699408,8
-5.025589,1.901598,0
1.712832,-1.753452,9
1.186282,-2.606995,4
3.128313,2.559343,1
2.631456,0.171779,2
0.306095,0.754916,8
-1.991242,-3.113982,7
3.040663,2.841408,1
0.161309,0.336964,2
-1.283988,-1.741400,6
3.346426,1.980447,1
-3.930840,-0.518510,0
-2.225136,2.210773,3
-3.678456,1.164836,0
3.771836,0.733473,1
3.608871,2.458254,1
1.534064,1.450262,8
-0.404252,0.922405,2
-6.789645,1.679766,0
0.612780,-1.589038,3
0.677641,-3.064364,9
-0.488952,-3.613440,4
-6.110937,1.016829,0
2.304269,0.062964,5
-4.452878,2.082186,0
-1.962619,0.324624,6
3.664668,1.621288,1
-0.587659,-1.929175,7
0.642725,-0.965259,7
-0.299521,-0.519620,8
2.129969,0.684586,1
1.235050,-1.036212,9
2.141767,2.147583,2
-3.702378,0.644665,0
-1.083086,-0.038591,5
3.103390,2.149028,1
1.116252,-1.434149,2
-1.467052,1.063658,2
2.357735,-2.145907,7
-1.099716,1.219688,3
-1.713160,-0.466515,5
0.000243,-2.405534,4
1.844850,-2.055227,9
-0.264603,-0.794903,7
3.383791,0.923194,1
-0.393221,0.257593,8
-0.515107,1.465975,3
1.582901,-0.934006,9
0.403213,-0.110721,6
-2.097915,-0.606544,0
-1.054123,3.964846,3
2.403352,1.152214,1
3.405478,2.452207,1
-0.454279,0.570392,2
-2.912615,-0.435075,6
-2.732413,2.014135,3
-1.366899,1.639188,5
1.001734,-0.430689,7
0.943796,0.378626,6
0.634426,1.933681,8
2.109737,-1.632122,3
2.037660,0.119515,9
1.490160,0.410340,5
1.989718,2.106543,8
-3.244898,3.490334,5
0.327078,-3.382493,7
-0.347364,-1.450833,6
3.064821,2.134991,1
3.013067,2.115535,1
0.951242,-0.759574,3
3.426863,2.517897,1
1.962663,-0.166674,7
-1.283458,-1.452132,5
1.356523,0.186937,5
0.638523,1.025510,5
-2.619418,0.992863,2
-0.564707,-0.289706,5
-0.200486,1.105924,8
2.809578,-1.385383,7
-4.967253,-0.060749,0
-0.675970,-3.083991,9
-0.898916,-2.685581,7
0.376290,-3.797266,7
2.526819,0.336101,5
-4.255030,1.902740,0
1.199893,-2.052248,9
-6.036728,1.445908,0
-1.112940,-0.691900,0
-1.539969,-0.283753,8
1.867660,-0.566465,9
0.476489,0.301914,2
0.644381,-2.088693,4
0.742006,0.260469,8
2.432685,0.855066,1
-0.592870,-0.231296,6
2.125114,1.854470,1
0.400267,-1.492160,6
1.421858,0.896016,5
3.498142,2.440959,1
-0.962711,0.480149,8
1.785174,0.342648,3
0.742001,-3.244209,4
-4.237293,1.568670,0
1.645776,1.094315,5
-2.491779,2.785717,5
1.116737,1.568514,8
0.060537,3.179202,3
1.373541,-0.760421,6
-3.453079,1.081533,2
-0.563233,1.531539,3
-0.173471,-3.137211,9
-1.411568,1.702986,2
2.324913,2.418527,1
3.015271,2.678619,1
-3.656538,0.118032,5
-0.771691,1.067402,2
3.594414,1.301744,1
-0.830195,1.701270,3
2.037506,-0.064506,2
0.273263,2.151487,8
2.810968,0.880399,7
-0.217597,1.681051,3
0.165369,-2.569888,7
-0.450681,1.860484,2
-0.490805,-3.838538,4
-1.112932,-0.945997,6
1.222760,-1.985689,9
1.216305,-1.769505,7
0.286950,0.597350,2
0.287078,-1.785059,4
-2.557668,-1.065066,2
0.661296,1.293321,8
3.539552,1.739414,1
3.388887,2.113263,1
2.457368,1.361152,3
1.396802,2.147218,8
1.702648,-1.384067,4
-4.624835,-0.285979,0
0.056614,0.228455,6
1.252414,0.298176,5
0.659089,-2.738656,9
0.469785,1.144365,3
-2.632644,-0.396269,0
2.272145,0.243242,9
0.946115,-0.526751,2
0.920746,-3.335635,4
1.577651,-0.260880,7
2.696455,2.064689,1
2.882326,1.933653,2
1.421559,-1.148024,9
1.890103,-1.559450,4
-3.062155,-0.025687,2
0.711979,-1.358561,6
3.225587,2.088154,1
-0.102406,1.519480,8
2.502805,-0.767700,9
-4.131851,-0.576039,0
-0.184670,1.870302,6
-2.025130,-0.652107,6
1.046387,-2.138707,7
3.077695,-0.868763,9
1.522427,-0.411097,9
-0.564923,3.135776,8
-2.765598,0.988844,0
3.667662,1.006815,1
1.244779,-0.544992,4
0.039174,-1.878255,4
-0.535287,0.597973,6
-1.393183,-3.803184,7
3.233089,2.362677,1
-0.286033,-2.628245,5
2.318590,1.140115,7
-4.215475,0.228593,0
0.591846,-0.288797,3
0.910943,-1.333801,5
0.430014,0.146287,8
-2.558842,-3.872655,4
1.037710,-1.854525,7
3.198232,0.580720,1
-0.165635,0.691338,2
-5.119482,1.301801,5
1.557409,-1.773006,9
-3.182112,0.192137,5
-0.288156,0.236033,6
1.676145,-2.246167,7
-0.593829,-0.056380,5
-1.649642,-3.433651,9
0.668337,-1.358691,8
0.869034,1.198794,8
-0.208473,-0.732522,3
2.107675,1.215262,6
1.605776,-0.283631,9
-0.267540,-3.236312,7
-2.686018,0.327198,0
2.967403,-0.243063,7
-0.071365,-1.170194,5
2.313330,-2.043754,7
2.637259,2.214245,1
3.333618,0.705720,1
-4.714676,0.836740,0
-0.721045,-2.428267,7
3.003650,0.909929,9
-1.655794,1.499647,2
-1.219109,1.338876,3
3.324941,1.249993,7
-1.054088,-0.155275,3
2.000101,3.389164,2
1.428596,-1.202154,4
3.844407,1.893049,1
-0.210230,0.924252,6
2.379636,0.327615,2
0.522984,-1.969568,7
0.309285,1.396590,5
2.132526,0.497419,5
2.217756,-2.808998,7
0.024526,-2.815990,4
-4.503459,0.131056,0
-0.560600,0.539597,2
-0.832666,-0.035263,6
0.391842,-0.314118,3
1.140747,0.941428,6
2.125429,-0.020622,4
-2.651091,0.517127,0
0.512975,-1.990144,4
0.903966,-1.866626,2
-1.226772,0.347261,6
-2.289357,-0.557215,0
-1.593409,0.094310,0
-3.610012,0.309924,0
-5.283816,1.660451,0
-2.694560,2.509396,3
3.423672,2.478134,1
-0.619332,0.864040,6
-0.757616,0.565888,2
2.440886,2.248472,2
-0.885447,3.056802,3
3.412667,2.028935,1
-2.020754,-3.339405,4
3.694101,1.060874,1
-2.017552,1.650558,5
0.305134,-2.148038,4
-3.917698,-1.140429,6
1.348749,-0.857576,4
0.207424,-3.041345,7
-1.020566,1.078986,2
1.294711,2.728826,8
0.990509,-1.988461,7
0.140030,-3.314456,9
1.849029,1.498927,2
-5.304605,1.117817,0
-0.946491,-0.198280,5
3.282137,2.456310,1
-1.099225,-2.690068,4
-0.206926,0.581450,2
1.970644,0.532931,8
-0.012700,2.307964,3
1.296186,2.609386,2
-1.183909,-2.746518,4
3.330748,3.216538,1
-2.692602,1.009877,5
0.650005,-2.197669,4
-3.521304,-1.518372,6
-4.634744,-0.144950,0
-0.566692,-3.742247,7
-1.771594,-1.500396,9
1.543394,2.285339,8
0.806787,-1.570427,4
1.169437,-2.453616,9
1.956327,1.079073,8
-4.652440,0.322983,0
3.313843,1.466167,1
3.117812,2.725157,1
-2.006361,1.242537,0
-2.281611,1.401019,2
1.209601,2.558218,2
-0.347466,2.297003,3
-1.617652,0.941702,2
-2.418996,-3.862964,4
0.499763,-1.783952,4
-4.376431,1.512894,5
2.415493,0.080823,8
-2.567124,-0.172504,6
-1.895541,-0.885890,5
0.060834,-2.853546,7
-0.427041,-3.932617,7
1.030207,2.839227,8
1.010736,1.133251,8
0.387537,-3.162345,9
2.500532,-0.069683,7
-2.420220,-2.959053,4
1.117835,-3.114461,7
0.326572,2.158941,3
0.096049,4.813147,2
-4.521255,1.990317,0
-0.060763,-0.022645,8
-1.443895,-0.437287,6
1.792749,1.173646,8
-1.825098,0.589912,6
3.030145,0.066744,1
-2.161280,-0.991669,6
0.258586,1.223745,8
-0.064162,-3.147027,9
-1.498955,-2.576693,4
-5.494558,1.565846,0
2.917263,-1.477310,9
-3.828458,0.713097,0
2.862597,-0.475496,4
3.143880,2.370439,1
-0.940055,0.774463,5
-0.478049,-2.043900,4
1.380505,-2.793073,7
-2.047889,1.047382,5
-1.004816,3.584785,3
0.729849,-2.327419,7
2.697119,-0.975853,4
-0.029106,-2.918166,9
-3.895355,-1.373675,8
-2.762124,1.257991,5
-0.753196,-0.530699,8
-2.180286,-0.716378,6
0.479262,-0.192090,3
0.283344,1.038231,8
0.435662,-1.549530,6
-1.870514,-4.480077,9
-0.463383,-2.774594,9
3.102072,3.829334,1
-0.668800,1.651357,8
-0.295225,3.075133,3
-1.225400,2.077561,5
-0.550852,1.081931,8
1.284415,-0.996483,6
-0.793228,1.155572,5
-1.454838,-3.873280,9
1.516232,-3.305442,7
-2.804349,1.526402,2
1.723916,0.248675,5
-2.028508,-0.642366,0
-0.365656,0.638946,8
1.692024,-0.826483,5
2.963679,3.267040,1
3.394780,0.924433,1
-5.221378,1.648999,0
0.363998,-2.080860,9
2.952168,3.150913,1
1.275984,1.061454,8
-0.583230,-0.534321,6
1.855583,-2.363866,7
-5.016194,1.444383,0
0.307749,-0.942620,9
-0.247055,2.375368,3
-4.140790,2.768923,0
0.386551,1.682579,8
0.069665,1.623405,8
-0.810025,-3.481244,9
-0.643607,0.896822,6
1.624506,-0.830732,7
1.327934,0.448352,8
-0.341135,-3.308109,4
1.665516,-3.013291,7
-1.225957,0.882991,5
0.275775,-2.929130,9
0.512949,-0.029089,2
-0.819363,-1.273468,6
1.055722,-1.620839,7
-0.574276,-2.927713,4
-0.385045,1.149718,5
0.216631,-3.843796,9
0.993466,1.230685,2
1.985201,-0.157632,3
3.174815,3.378274,1
-0.500007,0.053963,6
0.394703,2.099618,3
1.075574,-3.294705,9
-0.181511,-0.783197,2
-1.245539,3.973647,2
-2.324195,2.236521,5
-0.718906,0.005155,6
1.324836,2.071417,8
-2.883904,0.340867,0
0.258235,-2.970834,7
-0.298537,-2.762433,7
2.639819,2.509342,1
2.882209,-0.133703,9
0.000688,0.630815,8
2.628613,-1.635454,7
-4.142798,0.496508,0
-1.663452,-2.522568,9
1.830976,-1.647375,9
-0.293015,0.058958,4
-1.274280,0.540818,6
-0.367456,4.369655,2
-0.952679,1.029538,8
0.418720,1.572013,5
3.178380,3.623654,1
0.761249,-2.536199,4
2.997458,3.416844,1
-1.325976,1.111992,5
-1.829027,2.138855,5
3.798057,1.286097,1
1.536108,-2.087767,7
0.257655,3.306474,3
-2.224227,0.386249,6
-0.941642,-1.179760,4
1.640005,1.568193,3
-2.553533,0.589698,2
-1.296407,1.491694,5
-2.164143,0.604136,6
-1.456686,-4.324276,4
-0.511668,-1.548386,4
-4.157895,1.123969,0
0.243822,-1.628565,4
-1.589534,-4.216057,4
1.772148,0.491455,6
1.112118,-2.516601,7
-0.261995,-3.296012,2
-1.035152,-3.913145,4
1.691144,1.111360,3
-0.659906,1.982794,3
1.804191,0.605575,8
-4.862370,-0.715458,0
-4.778222,1.641942,0
-0.305543,2.137327,3
0.899192,1.599087,2
1.619271,-0.328015,2
3.100856,0.234269,9
-0.021510,1.143744,8
-0.650666,1.136765,2
-0.656375,2.404283,3
1.340074,-2.149972,7
-2.649333,1.307717,0
2.007918,-0.021748,1
3.280986,2.910599,1
-4.345543,-0.576716,0
-2.845600,0.282913,2
-2.220490,5.134640,3
-0.497235,1.912578,3
2.142766,0.836805,8
-1.436249,-3.572028,4
2.233321,0.588084,3
1.991046,0.028812,5
1.545583,-2.633184,7
-0.151564,-0.605044,6
-2.311989,-2.008742,4
-1.241799,-3.973873,7
3.301379,1.365261,7
0.042130,2.263920,8
-1.757752,2.772075,5
-0.906076,-3.919904,9
2.012679,-2.185634,7
-1.657133,-0.363690,0
-1.391033,2.326874,3
3.252784,2.811658,1
2.586134,0.705054,6
-2.660653,-0.378429,2
1.254263,-1.408847,4
-3.844677,2.078343,3
-1.102806,-2.986645,4
-0.565698,-3.244972,4
1.847006,-2.858718,7
2.225113,-0.299192,5
2.772467,-0.482314,9
-0.664141,-0.273143,6
-4.294856,-0.157285,9
-1.276177,-0.148929,0
0.475077,-3.817848,7
2.997484,2.126741,1
0.272874,-1.330678,4
-2.955134,1.002271,2
0.094320,-2.483419,7
-3.628660,3.201882,3
-2.545584,0.433187,6
0.209394,-2.310697,7
0.241267,0.167632,5
-0.429778,0.871023,8
-1.446186,-3.336439,4
2.391781,0.403130,5
-2.413989,1.363856,5
-1.641374,-0.025070,2
2.326658,0.028017,7
3.005031,3.048701,1
3.572045,2.711986,1
1.426497,-0.406455,5
2.685715,0.392028,6
-0.236611,0.990884,8
-1.592099,2.258079,5
-0.531345,0.665763,8
-2.403240,-2.424913,4
-4.510948,0.987102,0
0.799625,-2.761985,7
-0.829583,-2.979749,9
-2.203803,-3.608045,9
-0.894338,-0.528663,2
0.315333,-2.294581,9
1.599590,-1.324606,7
-0.987160,-1.765279,7
1.739591,1.089425,8
3.012810,-0.704529,7
0.652806,-2.321276,4
0.997808,3.936279,2
1.969042,0.545143,6
-0.681627,-3.282036,9
3.261922,1.992474,1
-1.740851,-2.782898,7
0.033421,0.077027,0
-3.056414,-2.031244,6
1.541957,-2.318213,4
-1.643810,1.817005,2
2.205219,-0.085806,5
1.994959,0.188048,7
-4.584262,-0.697777,0
0.904726,-2.127128,7
3.024276,2.522161,1
-2.758352,-0.616838,0
-0.077699,-0.146756,3
0.118250,-3.218028,7
1.734861,0.218109,6
-1.541005,3.229573,5
-1.227604,0.109362,0
-1.639476,0.524810,6
2.639440,3.223152,1
-2.463120,0.721063,5
3.088634,2.476830,1
1.789177,-3.090805,7
1.598184,1.917205,8
1.161483,1.628616,5
-1.782301,0.537324,0
0.047268,-0.079718,3
-0.971021,-3.609227,4
2.441325,-1.414652,7
-1.365996,-2.477732,7
-1.470738,1.943688,5
1.680757,-1.485273,7
-1.836819,-1.417042,8
0.653322,0.521163,6
-0.127895,0.274723,9
-1.587999,3.666842,3
0.200965,0.142835,8
0.929536,0.207777,6
2.860517,0.215222,1
-2.133987,0.237811,0
2.396123,-1.238003,9
-1.611385,-3.205615,7
2.293891,1.711123,1
-0.244148,-0.169780,3
-1.739842,0.178862,0
1.841328,0.132928,5
-2.901064,-2.465363,6
0.024195,-3.192337,4
-1.618503,-3.180212,4
-1.457996,0.516527,2
-1.945629,-3.255687,4
-1.696266,-1.985721,4
-1.126824,3.207606,3
3.114051,2.077299,1
-0.203570,-3.681450,7
-0.715838,-2.569787,7
0.609345,0.509972,6
-2.056497,-0.057673,0
-1.001942,2.919691,3
1.202315,0.586593,6
-2.606961,0.017709,0
-0.016887,-2.564446,7
3.232642,0.536602,1
2.749331,2.146610,1
2.266230,-0.219791,4
-0.794031,-3.025953,9
0.991187,-2.419042,4
0.772386,-1.303353,3
0.481476,-3.981464,4
1.734661,0.871443,8
-3.657961,2.434325,2
-0.521473,-0.567822,2
3.792711,2.047635,1
1.123724,0.700177,8
-0.347668,-3.894667,7
-1.039383,0.585910,0
0.497953,-0.191397,8
3.251623,1.877245,1
-4.461223,0.753411,0
-1.266305,-2.164179,7
0.327453,0.894535,6
0.160380,1.704494,3
2.650713,-1.532844,7
2.426909,-0.531051,7
0.142807,-0.610295,5
1.642502,2.108709,8
0.503040,0.028701,8
3.332032,-0.538840,9
-2.546633,1.905204,0
-0.826187,1.353388,0
-3.684780,-1.149549,4
3.329772,0.802508,1
-0.459044,1.058891,5
0.159251,0.243932,2
0.347214,0.492651,2
1.055017,-0.067343,3
1.315329,-1.406467,9
2.331403,-1.587714,4
-0.945891,-2.912961,9
0.007773,0.902275,5
-5.706329,1.202424,0
0.237248,0.894078,6
2.742273,-1.480015,7
-0.606516,-2.991667,7
3.937484,1.663216,1
-1.355682,2.274204,8
-0.858153,-0.266152,0
0.541119,1.096895,2
-2.263535,0.433802,2
-1.419210,-0.817975,0
-1.748480,-1.948914,4
3.247282,2.103757,1
3.187944,1.645824,1
0.683144,-0.421000,2
0.557433,-3.150775,7
-0.554028,1.430858,3
1.668242,-2.386344,9
1.763876,-0.970185,7
1.470111,3.046932,2
1.830285,2.367557,8
3.676159,1.000401,1
1.885290,-2.011439,9
-0.264193,0.581994,5
1.511251,0.255467,8
1.699987,1.528958,8
3.582521,2.076987,1
2.258655,-0.306445,9
-1.635778,1.743263,8
1.095797,1.595804,3
2.303344,2.224028,1
2.645986,1.236527,6
0.946657,1.632342,5
0.985359,-4.120950,7
1.098830,-2.184023,4
0.971456,2.269754,2
-0.127686,-0.531518,7
-4.061388,-0.319294,0
-0.431576,1.257692,3
-5.479280,1.936154,0
3.815522,1.393432,4
3.225603,1.080006,1
3.724393,1.506238,1
1.964231,-1.823829,7
-1.974084,-2.634703,9
3.589516,2.080025,1
