PC1,PC2,label
0.613628,-2.221986,4
-0.532829,1.192399,6
0.851679,0.499224,8
-4.780737,0.873791,0
2.490423,-2.485326,7
0.592284,0.464442,8
0.568328,1.206733,3
3.707533,1.505226,1
1.214703,-0.583202,5
0.064028,-2.827151,7
3.441567,1.092996,1
1.135105,-3.163362,7
2.802910,0.025618,1
3.600252,3.220800,1
-1.836921,0.505756,6
-0.930387,2.336104,3
-1.729390,1.736564,0
0.717990,-0.484609,2
-0.397974,-2.488146,9
-3.043587,-1.202926,3
3.944252,0.973820,1
3.237000,3.557786,1
-5.377145,0.193029,0
0.556760,-3.108303,4
0.065071,-4.158891,9
-2.382840,2.468416,2
-3.065392,1.211380,0
-5.232051,1.768663,0
-2.349413,-0.987002,2
-5.965981,3.238679,0
1.452309,2.189701,2
0.616338,-2.678660,7
3.688498,1.295793,1
0.918469,2.027630,8
-1.219970,0.290722,6
1.025769,-0.883373,4
3.687559,1.589132,1
0.512474,1.871156,6
1.108458,1.035902,3
0.298019,-2.057315,4
2.116216,1.019697,5
2.862848,-1.633969,9
0.802209,-0.851233,1
0.065008,2.236333,3
1.311454,1.345452,3
2.304954,1.980666,8
-2.089355,2.636621,5
0.929497,-1.860453,4
2.636005,-0.091235,7
2.066435,-0.210832,7
0.971550,-2.604702,4
0.958524,-0.389426,2
1.304553,0.934283,8
1.566635,0.227218,5
-0.055230,2.688591,8
0.638348,-0.497827,6
1.562992,-1.174422,7
-1.337441,1.696087,3
1.315903,-0.449200,4
-1.115029,-0.421982,6
3.540219,2.284663,1
2.685878,-1.012255,9
0.080384,-3.014682,9
-0.507583,0.451291,6
-2.998671,0.407249,0
-0.779699,1.746500,3
0.009607,-1.383753,7
-0.723546,0.468229,2
1.157567,-0.654887,8
-2.297802,3.682099,2
0.961055,-3.139941,9
1.667821,-0.832419,4
-2.529924,-2.410639,4
-0.371934,0.896265,6
1.413685,-2.057641,4
0.393540,-3.021083,9
2.660439,0.265514,7
-3.947259,1.245427,0
0.614186,-3.596829,9
-1.448086,1.130933,2
-0.093283,-3.709233,9
2.765423,1.102590,5
3.895926,1.343321,1
1.360895,0.935388,5
1.959453,-1.987691,9
3.748731,2.196172,1
-1.389397,0.417866,2
-2.694528,0.938923,3
2.860115,1.311670,2
-1.067950,-1.911489,3
-2.203161,2.031118,5
1.085294,-3.887944,9
3.237976,0.696158,1
-0.294936,-2.968600,7
0.307871,0.498871,6
-2.270145,4.815840,2
-0.678116,-0.829491,8
-0.510558,0.431571,2
-0.143852,3.117907,2
1.673414,0.527672,5
-4.719477,0.940851,0
-0.006976,-2.639311,7
-1.487286,-3.566698,4
1.361921,-1.195698,9
-1.548479,-4.001438,7
1.829887,2.017196,8
0.760396,2.154682,3
-0.148845,-1.281712,2
2.765270,0.336812,1
3.054269,1.914797,1
1.097101,1.248966,8
-0.740893,-0.672398,3
1.144162,-0.909308,6
3.148604,3.043743,1
-4.319191,1.417486,0
-0.781632,-0.843443,3
3.959965,1.782701,1
-5.152763,2.674007,0
-1.120360,0.274772,0
3.896471,2.398551,1
2.241969,-1.457510,7
-1.417625,1.660510,2
-1.031825,-3.714071,7
-1.090261,3.084555,3
-2.429195,-0.063992,0
0.126891,-2.587573,4
-0.632805,0.504878,6
-0.890748,0.882622,5
-1.360615,3.074871,2
-2.953967,-0.730609,6
-2.905638,-1.595975,4
0.377303,-3.274730,7
0.034494,-0.487081,1
-1.037914,1.709303,8
1.369016,-2.973471,9
1.817984,-2.289773,9
0.800841,-0.643945,3
-4.185938,0.613793,0
1.540614,-2.086397,7
3.836605,2.669054,1
-0.452272,-0.209692,0
-0.307406,1.057574,2
-3.513367,0.572879,0
-0.810336,2.511816,3
0.146744,0.378537,5
0.109417,-3.265563,4
-0.742354,-0.864267,6
0.111624,1.048694,5
2.862262,0.371474,8
-3.162248,-1.399243,6
-2.460303,3.553819,3
0.148925,-4.496591,7
-3.760686,0.172744,5
-0.120456,1.922335,8
-0.746008,1.094753,0
1.681444,-2.009454,9
2.384026,0.554837,1
-3.640332,1.646087,0
0.450339,-0.908652,3
4.032063,1.868081,1
1.536682,3.115176,2
-2.400341,1.442742,2
-0.560226,2.219963,3
-0.212479,2.473068,3
2.865762,1.831060,6
0.490182,-2.720762,4
2.054613,-1.548951,7
0.489390,-0.055884,5
0.351481,-0.284576,0
-1.973860,-0.910177,6
0.013336,1.650528,2
0.142744,-4.216698,7
0.567569,-1.650740,9
-0.634623,0.533039,8
-1.156573,2.769795,5
1.743123,-2.371060,9
1.957061,-1.458458,2
3.703336,2.934431,1
3.478490,1.397700,1
1.616588,-1.853420,4
-0.863729,-3.661026,4
0.368223,1.005665,5
0.793283,2.008132,6
-0.313861,-2.814161,4
3.906237,1.306175,1
-2.181642,1.183731,2
-0.941103,2.567849,5
-0.581207,0.664039,3
1.945186,-2.638960,9
-1.137242,2.207593,3
0.789954,-1.870913,9
-6.704016,2.197569,0
-1.723672,1.697415,5
1.934818,-1.750346,9
-2.293199,0.448198,6
1.909617,0.546953,5
1.618550,-3.256764,7
1.139919,-2.426128,4
3.934571,2.358249,1
0.967544,2.835801,3
1.580571,-1.099091,4
-7.551982,2.279184,0
-2.081821,-2.009343,4
1.187544,2.184911,8
-4.427417,0.996748,0
0.177072,-2.788117,4
-0.944257,1.968331,3
-2.028621,-0.787386,6
2.504247,1.169577,8
0.770662,-3.595852,7
0.203172,0.823012,6
-6.553638,2.360121,0
1.734393,-1.856510,9
1.291881,-2.625701,7
-2.262722,0.726955,5
1.680143,-2.612322,7
-1.738695,1.839038,2
3.492640,2.882327,1
3.768422,1.071601,1
-2.067362,-0.814303,6
-0.436111,-0.255977,8
2.124439,-1.476444,9
-0.911982,-2.087288,4
3.675040,2.627465,1
0.109329,0.403220,5
-1.453421,0.885798,2
1.306456,1.661646,2
1.640650,-1.563535,9
-4.452629,0.873283,0
-0.241312,2.008033,3
-0.472677,-2.143612,9
-2.913627,-1.501156,6
0.695160,-3.477478,7
-2.301334,1.222693,2
-3.625106,0.572310,0
0.977928,2.497196,3
-2.275655,-0.502797,5
-0.026969,-3.351018,4
-0.997496,2.138180,3
-0.878149,-1.393835,6
-0.965373,0.670381,5
-1.706033,1.179227,8
-0.561221,-2.732978,9
0.708669,-0.173618,5
1.426957,-2.263979,4
0.091032,-3.565463,7
0.205475,-3.241312,4
-1.800079,1.238303,2
-0.647272,-1.873631,7
-1.200868,2.475363,3
2.021753,-0.982231,4
1.222108,2.178279,8
0.358804,-2.979479,9
3.571875,2.402115,1
0.368829,-0.642285,9
-2.121707,1.229976,2
0.303500,1.680057,8
-0.105393,-3.176613,7
0.671697,-3.239182,9
3.321382,2.300381,1
-2.215451,1.773143,8
1.004422,-2.196807,7
1.741697,-2.136970,4
3.258509,2.963352,1
1.477122,0.443056,3
3.705879,2.302101,1
2.975759,0.326833,1
-4.435623,1.486788,0
1.790621,3.855809,2
-0.280123,1.197138,3
1.039186,-3.239927,9
2.306594,-0.960260,4
1.772322,-1.850470,9
-1.497441,1.497638,2
3.576257,1.325828,1
-2.999308,-0.736680,6
1.974867,1.434285,8
0.506851,-3.555723,4
3.174614,0.419421,7
-1.708728,-3.599561,7
1.554693,-2.292077,4
1.319733,-2.385413,4
0.210211,-2.989158,9
-2.287957,1.016756,2
0.193749,1.066317,5
-0.823123,-3.652175,7
0.093112,1.960280,2
2.189676,-1.140802,4
-1.898509,-2.352341,4
-1.328658,1.029987,2
3.229550,1.391481,1
0.230222,-3.252718,9
1.824025,-2.156804,7
-2.159790,1.479775,2
-0.734038,1.356925,8
0.842713,-3.105179,7
2.531999,0.021588,6
1.787803,-2.118484,9
-0.174716,3.040586,2
-1.015713,0.784184,2
0.414888,1.713986,3
0.802537,1.566361,8
2.404246,0.779689,1
-2.367694,0.025909,6
0.256151,0.863206,5
3.313928,2.762997,1
3.235972,0.891976,1
-6.044444,2.368450,0
0.409673,0.298522,2
0.300883,-0.892213,6
-0.194088,-3.261140,4
0.232013,0.565678,5
-1.352641,1.828102,8
-0.879147,2.135161,3
2.664558,0.546624,1
0.115449,0.854310,5
3.867023,1.259648,1
1.548124,-2.109456,9
1.172141,4.237359,2
1.470360,-2.193430,7
2.784229,-1.066986,4
1.167550,-2.591395,4
0.585759,-0.084927,4
0.781230,1.357979,8
4.157424,1.465424,1
2.397713,0.412584,5
2.490824,0.157635,8
1.040231,-2.188681,9
0.907041,-0.762628,5
-1.379550,-0.814420,6
2.898958,-1.514462,7
1.738551,-1.580870,9
-0.244297,-1.604504,9
-1.064593,0.869013,3
-1.174635,-3.915884,7
-7.227600,1.725379,0
0.997315,-2.308486,9
-6.814632,2.309137,0
-0.092706,1.209970,6
-1.163321,-1.407657,6
0.137996,0.456299,2
0.519412,2.424393,3
1.126962,-1.825597,9
-5.460399,1.581394,0
1.083188,-2.370810,7
1.449165,0.199804,5
-1.039817,-3.414214,4
0.969776,0.899319,8
-4.996436,2.061945,0
1.634634,-1.981823,9
1.075012,-2.598856,4
3.249904,2.562429,1
2.598323,0.034022,2
0.384316,0.730175,8
-2.142142,-3.056254,7
3.171652,2.844611,1
0.262909,0.769392,2
-1.251892,-1.214835,6
3.442898,1.948016,1
-3.913879,-0.282602,0
-2.167918,2.219895,3
-3.553600,1.574535,0
3.789330,0.622792,1
3.721074,2.400337,1
1.591591,1.354475,8
-0.265247,1.354947,2
-6.786353,1.775323,0
0.459131,-2.033679,3
0.559771,-3.016471,9
-0.586112,-3.327129,4
-6.048393,1.391013,0
2.361457,0.225388,5
-4.418460,2.285621,0
-1.845622,0.905983,6
3.732920,1.590815,1
-0.633225,-1.803041,7
0.565340,-0.934508,7
-0.235329,-0.340509,8
2.148954,0.589706,1
1.252820,-1.023903,9
2.207496,2.139947,2
-3.581913,1.117695,0
-1.111333,-0.184676,5
3.195851,2.116796,1
1.082815,-1.265873,2
-1.340929,1.504782,2
2.248757,-2.344518,7
-1.143876,0.754233,3
-1.786176,-0.791078,5
0.001885,-1.925920,4
1.775768,-2.157953,9
-0.261424,-0.597087,7
3.407574,0.813226,1
-0.299024,0.506299,8
-0.564691,1.081838,3
1.596715,-0.848921,9
0.383297,-0.044963,6
-2.063063,-0.189401,0
-0.988288,3.607574,3
2.473630,1.216038,1
3.520867,2.346929,1
-0.353276,0.985051,2
-2.946655,-0.239287,6
-2.692042,1.871236,3
-1.314152,1.501825,5
1.044759,-0.199527,7
0.988835,0.571171,6
0.750411,1.956594,8
2.003739,-1.750735,3
2.088408,0.200795,9
1.438800,0.114947,5
2.139950,2.236002,8
-3.180441,3.291212,5
0.238917,-3.299007,7
-0.395691,-1.162723,6
3.168928,2.135185,1
3.108446,2.072331,1
0.990809,-0.675503,3
3.532402,2.480599,1
1.998266,-0.095656,7
-1.427604,-1.873994,5
1.431684,0.393956,5
0.654611,0.884240,5
-2.482976,1.574055,2
-0.653445,-0.454325,5
-0.109165,1.213455,8
2.757085,-1.412226,7
-4.834800,0.570272,0
-0.864452,-3.359160,9
-0.947526,-2.570135,7
0.208091,-3.978311,7
2.579208,0.426998,5
-4.247936,1.940661,0
1.177648,-1.970341,9
-6.031562,1.603901,0
-1.031551,-0.210853,0
-1.569550,-0.280028,8
1.912505,-0.459308,9
0.507176,0.457967,2
0.641909,-1.654839,4
0.676969,-0.110049,8
2.491425,0.931507,1
-0.613813,-0.117529,6
2.240681,1.988232,1
0.377952,-1.211902,6
1.520718,1.018127,5
3.597797,2.392640,1
-0.928047,0.409031,8
1.759849,0.108423,3
0.679000,-3.008729,4
-4.156787,1.701520,0
1.749639,1.180944,5
-2.420098,2.690816,5
1.238610,1.615395,8
0.143388,3.048100,3
1.416988,-0.488466,6
-3.365402,1.352582,2
-0.490289,1.473105,3
-0.340906,-3.301390,9
-1.254229,2.131390,2
2.454503,2.404234,1
3.135123,2.647347,1
-3.762178,-0.190462,5
-0.634496,1.455433,2
3.636143,1.071624,1
-0.754908,1.622017,3
2.016462,-0.053413,2
0.446485,2.345849,8
2.832724,0.733058,7
-0.093900,1.852662,3
0.016249,-2.730098,7
-0.299679,2.240576,2
-0.659905,-3.849933,4
-1.030991,-0.396035,6
1.085442,-2.305021,9
1.183066,-1.678241,7
0.385508,0.907286,2
0.313464,-1.381006,4
-2.545902,-0.676872,2
0.757410,1.256209,8
3.583209,1.554529,1
3.493372,2.097995,1
2.467382,1.046973,3
1.539685,2.262775,8
1.569236,-1.682818,4
-4.533701,0.189157,0
0.082009,0.345244,6
1.338196,0.526768,5
0.511611,-2.965253,9
0.545745,1.104099,3
-2.686236,-0.426528,0
2.322280,0.241613,9
0.957403,-0.301044,2
0.846874,-3.073565,4
1.578415,-0.226099,7
2.790587,2.057094,1
2.918322,1.718468,2
1.458449,-0.985604,9
1.837624,-1.574590,4
-2.938706,0.590404,2
0.656053,-1.198514,6
3.329693,2.110335,1
-0.109574,1.257221,8
2.505387,-0.800568,9
-4.208631,-0.491305,0
-0.014644,2.220560,6
-1.951060,-0.034567,6
1.001422,-2.020459,7
3.027181,-1.115086,9
1.570408,-0.229455,9
-0.506900,2.936988,8
-2.615207,1.418201,0
3.694574,0.915531,1
1.291758,-0.225651,4
-0.058814,-1.802534,4
-0.417569,0.933245,6
-1.606585,-3.903024,7
3.346958,2.318945,1
-0.408088,-2.580508,5
2.379906,1.102701,7
-4.248554,0.301531,0
0.565045,-0.521658,3
0.931643,-1.048274,5
0.479936,0.226758,8
-2.733605,-3.759755,4
1.008269,-1.756940,7
3.204938,0.443180,1
-0.038072,1.204677,2
-5.193864,0.907644,5
1.532061,-1.737147,9
-3.237647,-0.024838,5
-0.154975,0.702413,6
1.577613,-2.365035,7
-0.582510,-0.140989,5
-1.711253,-3.079295,9
0.649181,-1.208393,8
0.842124,0.940082,8
-0.221768,-0.887857,3
2.128394,1.095433,6
1.673538,-0.061661,9
-0.408676,-3.300792,7
-2.581131,0.649698,0
2.931199,-0.441046,7
-0.009493,-0.795715,5
2.241198,-2.147735,7
2.735912,2.203465,1
3.348927,0.576771,1
-4.604184,1.180885,0
-0.861074,-2.487043,7
3.066079,0.819141,9
-1.506543,1.935072,2
-1.161910,1.231410,3
3.367600,1.086079,7
-1.085207,-0.377030,3
2.096106,3.188418,2
1.431339,-0.935475,4
3.920400,1.822921,1
-0.055084,1.427508,6
2.343109,0.163367,2
0.515958,-1.797668,7
0.358073,1.195441,5
2.190762,0.444815,5
2.081679,-3.067000,7
-0.002022,-2.453060,4
-4.401370,0.577355,0
-0.463145,0.879996,2
-0.838122,0.276516,6
0.435233,-0.220635,3
1.165708,0.896361,6
2.170572,0.090776,4
-2.645901,0.490856,0
0.519491,-1.565082,4
0.848488,-1.703319,2
-1.096384,0.821769,6
-2.247690,-0.224504,0
-1.480161,0.593311,0
-3.671040,0.307495,0
-5.145414,1.996887,0
-2.617068,2.604404,3
3.559288,2.463683,1
-0.517892,1.077242,6
-0.626359,1.112286,2
2.527274,2.279003,2
-0.807053,2.740735,3
3.497275,1.944386,1
-2.176920,-3.391716,4
3.726903,0.918526,1
-1.933144,1.664772,5
0.270807,-1.982563,4
-3.864260,-0.518381,6
1.272524,-0.900771,4
0.128756,-2.988414,7
-0.901273,1.539490,2
1.465207,2.762494,8
0.849962,-2.175338,7
0.028595,-3.390194,9
1.861047,1.356147,2
-5.199910,1.403024,0
-1.010592,-0.375460,5
3.411875,2.407038,1
-1.273542,-2.839620,4
-0.141807,0.817770,2
1.929619,0.195049,8
0.079707,2.126633,3
1.417519,2.673513,2
-1.273133,-2.681426,4
3.485499,3.227284,1
-2.663728,0.943178,5
0.614706,-2.026545,4
-3.474233,-0.854540,6
-4.634608,0.127775,0
-0.660156,-3.624397,7
-1.816635,-1.250228,9
1.708460,2.410321,8
0.686345,-1.690187,4
1.090221,-2.607212,9
1.941836,0.791152,8
-4.598603,0.555742,0
3.366388,1.354922,1
3.251966,2.720419,1
-1.806263,1.691896,0
-2.110342,1.980165,2
1.317902,2.676959,2
-0.241624,2.188668,3
-1.482518,1.331319,2
-2.484194,-3.432482,4
0.348886,-2.020026,4
-4.376491,1.290564,5
2.379646,-0.208319,8
-2.449466,0.476741,6
-2.026648,-1.119201,5
0.012674,-2.707204,7
-0.653992,-4.224818,7
1.222945,2.968273,8
0.974686,0.824448,8
0.289313,-3.237610,9
2.488699,-0.208886,7
-2.539486,-2.864951,4
0.986442,-3.205596,7
0.430499,2.037833,3
0.288787,4.910399,2
-4.375779,2.333607,0
-0.123281,-0.307914,8
-1.337987,0.175927,6
1.773581,0.914246,8
-1.669989,1.159475,6
3.012986,-0.035849,1
-2.066607,-0.340937,6
0.260740,0.932625,8
-0.146259,-3.092765,9
-1.571268,-2.278825,4
-5.340944,1.995116,0
2.827412,-1.686376,9
-3.673996,1.206564,0
2.851674,-0.560719,4
3.260081,2.389228,1
-1.027216,0.338704,5
-0.502548,-1.913917,4
1.220327,-3.039597,7
-2.004082,0.869103,5
-0.980654,3.089642,3
0.715773,-2.144015,7
2.648041,-1.066182,4
-0.074228,-2.803891,9
-3.943725,-1.412830,8
-2.663560,1.375201,5
-0.816349,-0.747487,8
-2.085235,-0.099657,6
0.372474,-0.572618,3
0.373451,1.058144,8
0.396180,-1.305010,6
-2.030663,-4.494408,9
-0.642850,-2.936536,9
3.282506,3.828411,1
-0.648996,1.327129,8
-0.194404,2.854288,3
-1.204271,1.886130,5
-0.441334,1.125031,8
1.265569,-0.770403,6
-0.722725,1.036097,5
-1.558708,-3.749618,9
1.386911,-3.423422,7
-2.638253,2.186122,2
1.764724,0.284416,5
-2.018135,-0.555405,0
-0.294589,0.612838,8
1.633895,-0.903947,5
3.113290,3.259866,1
3.427011,0.812608,1
-5.060536,2.113742,0
0.297706,-1.979017,9
3.097038,3.145646,1
1.319170,0.962426,8
-0.486913,-0.001467,6
1.711753,-2.603428,7
-4.890208,1.836401,0
0.317014,-0.794913,9
-0.145437,2.254430,3
-4.059839,2.880819,0
0.516625,1.666740,8
0.063886,1.499836,8
-0.932928,-3.554895,9
-0.512245,1.329577,6
1.615868,-0.886096,7
1.349204,0.393713,8
-0.433890,-3.183769,4
1.494520,-3.284848,7
-1.167426,0.819978,5
0.162634,-3.034750,9
0.555253,0.229293,2
-0.840358,-1.099638,6
1.030708,-1.586606,7
-0.694209,-2.740450,4
-0.324898,1.012588,5
0.041882,-4.041423,9
1.055731,1.348303,2
1.921441,-0.478537,3
3.325723,3.359479,1
-0.488925,0.196202,6
0.498878,1.998981,3
0.919705,-3.463295,9
-0.166866,-0.568621,2
-1.064371,4.201023,2
-2.238868,2.170873,5
-0.662228,0.270405,6
1.460642,1.993878,8
-2.885963,0.342742,0
0.136776,-3.089164,7
-0.499823,-2.997884,7
2.784492,2.594049,1
2.878612,-0.292915,9
0.080410,0.631811,8
2.512186,-1.905793,7
-3.969497,1.169826,0
-1.773937,-2.294048,9
1.827659,-1.594052,9
-0.287398,0.404747,4
-1.118778,1.122982,6
-0.261280,4.172085,2
-0.866015,0.980130,8
0.480845,1.526145,5
3.348210,3.627500,1
0.688260,-2.448623,4
3.154934,3.424769,1
-1.320469,0.964610,5
-1.720066,2.140229,5
3.839692,1.142080,1
1.481603,-2.092448,7
0.313333,2.921787,3
-2.096664,0.966214,6
-1.031222,-1.238956,4
1.754217,1.614463,3
-2.463979,0.905891,2
-1.204600,1.459955,5
-2.166278,0.640626,6
-1.564116,-3.941575,4
-0.591260,-1.420038,4
-4.026119,1.419627,0
0.238248,-1.291818,4
-1.725380,-3.964551,4
1.878083,0.758153,6
1.068698,-2.454954,7
-0.388527,-3.283899,2
-1.157866,-3.759441,4
1.651531,0.647653,3
-0.526404,2.093458,3
1.836397,0.576503,8
-4.781936,-0.304538,0
-4.623008,2.087242,0
-0.213324,1.969319,3
0.963755,1.690138,2
1.612464,-0.242759,2
3.101506,0.083840,9
0.102538,1.211172,8
-0.644937,0.979294,2
-0.541445,2.333667,3
1.221402,-2.295442,7
-2.526561,1.579723,0
1.951651,-0.269300,1
3.415332,2.905698,1
-4.424709,-0.440211,0
-2.756217,0.803068,2
-2.099176,4.790660,3
-0.513053,1.524291,3
2.103230,0.528842,8
-1.585526,-3.505827,4
2.207109,0.245275,3
2.034932,0.176439,5
1.478870,-2.631994,7
-0.064319,-0.117815,6
-2.397559,-1.671123,4
-1.399439,-4.049182,7
3.355067,1.270407,7
0.216689,2.325282,8
-1.734414,2.601720,5
-1.010911,-3.815691,9
1.896530,-2.449985,7
-1.552022,0.145128,0
-1.386459,1.893824,3
3.382408,2.804925,1
2.633860,0.777329,6
-2.558016,0.114818,2
1.219612,-1.423177,4
-3.843387,1.702759,3
-1.147959,-2.713031,4
-0.633021,-2.923065,4
1.733083,-2.938126,7
2.266633,-0.122129,5
2.730042,-0.691573,9
-0.557591,0.272889,6
-4.291470,0.073791,9
-1.150918,0.348481,0
0.261106,-4.131195,7
3.115803,2.179285,1
0.179682,-1.311760,4
-2.783688,1.618393,2
-0.055824,-2.615535,7
-3.534303,3.047184,3
-2.570872,0.601277,6
0.189708,-2.135443,7
0.215683,-0.096747,5
-0.273392,1.220314,8
-1.591731,-3.191054,4
2.448854,0.503491,5
-2.409227,1.274948,5
-1.527178,0.523304,2
2.338006,-0.052598,7
3.145248,3.052311,1
3.701716,2.630599,1
1.483799,-0.176769,5
2.721990,0.460473,6
-0.108807,1.133783,8
-1.612834,1.935662,5
-0.444542,0.667676,8
-2.519644,-2.247893,4
-4.381580,1.361444,0
0.712097,-2.740184,7
-0.899361,-2.796634,9
-2.315199,-3.523142,9
-0.815869,-0.105090,2
0.169264,-2.436083,9
1.575376,-1.250679,7
-1.072471,-1.797137,7
1.836486,1.313813,8
2.936017,-1.022300,7
0.630588,-2.025309,4
1.104955,3.763442,2
2.050859,0.799434,6
-0.826452,-3.227493,9
3.342551,1.972592,1
-1.838542,-2.789934,7
0.134682,0.427897,0
-3.098605,-1.529991,6
1.507953,-2.171131,4
-1.555937,1.781987,2
2.250377,0.101065,5
2.038328,0.178405,7
-4.493138,-0.191772,0
0.827068,-2.267059,7
3.138269,2.513108,1
-2.803220,-0.670373,0
-0.159453,-0.534836,3
0.052819,-3.018187,7
1.826919,0.556315,6
-1.432814,3.136996,5
-1.146047,0.336663,0
-1.640457,0.466255,6
2.820632,3.299715,1
-2.537499,0.311349,5
3.191845,2.460232,1
1.658987,-3.196353,7
1.740108,1.944499,8
1.275724,1.646779,5
-1.681571,0.852268,0
0.003049,-0.073091,3
-1.035250,-3.250754,4
2.354723,-1.606779,7
-1.452017,-2.504278,7
-1.483548,1.683816,5
1.665264,-1.290844,7
-1.905245,-1.590944,8
0.775495,0.927609,6
-0.208364,-0.054840,9
-1.505100,3.336131,3
0.192917,-0.038644,8
1.023146,0.544063,6
2.847212,0.094074,1
-2.009701,0.646650,0
2.321593,-1.550260,9
-1.681895,-3.039565,7
2.337209,1.491728,1
-0.338122,-0.622906,3
-1.797361,0.135706,0
1.900368,0.284648,5
-2.991826,-2.061343,6
-0.033028,-2.971028,4
-1.740200,-2.933551,4
-1.331543,0.965729,2
-2.085767,-3.098726,4
-1.803790,-2.124149,4
-1.032663,3.109719,3
3.198360,2.062241,1
-0.373798,-3.793362,7
-0.779136,-2.432157,7
0.636100,0.557371,6
-1.926106,0.452133,0
-0.939171,2.818881,3
1.312920,0.930919,6
-2.612857,0.044394,0
-0.064711,-2.448662,7
3.236116,0.427743,1
2.838828,2.128372,1
2.196079,-0.485733,4
-0.843227,-2.881511,9
0.867568,-2.525711,4
0.686199,-1.636524,3
0.330789,-3.946727,4
1.847471,1.144464,8
-3.457954,3.051041,2
-0.419521,-0.034065,2
3.875861,1.934268,1
1.230851,0.939135,8
-0.559950,-4.108762,7
-0.964502,0.758435,0
0.435791,-0.498603,8
3.321250,1.831241,1
-4.468555,0.877231,0
-1.309863,-2.040261,7
0.389215,0.955121,6
0.215124,1.510282,3
2.563983,-1.678212,7
2.417523,-0.520062,7
0.055220,-0.679712,5
1.764357,2.183670,8
0.493409,-0.208564,8
3.331478,-0.618479,9
-2.530144,1.977755,0
-0.709855,1.586411,0
-3.610556,-0.498969,4
3.370689,0.806028,1
-0.450955,0.766281,5
0.272781,0.656715,2
0.415829,0.807452,2
1.040020,-0.281707,3
1.338996,-1.219325,9
2.325874,-1.418403,4
-1.122635,-2.996645,9
0.100681,1.041449,5
-5.723804,1.186003,0
0.352322,1.253169,6
2.625438,-1.806952,7
-0.691848,-2.928126,7
3.998559,1.502457,1
-1.280734,2.142403,8
-0.929071,-0.335245,0
0.616884,1.179303,2
-2.200258,0.862952,2
-1.437290,-0.686802,0
-1.830489,-1.701522,4
3.348704,2.105961,1
3.235995,1.509196,1
0.740368,-0.113324,2
0.433018,-3.175787,7
-0.463657,1.524306,3
1.550748,-2.548642,9
1.780376,-0.819587,7
1.518662,2.788098,2
1.934456,2.302507,8
3.717837,0.905445,1
1.830964,-2.077065,9
-0.244963,0.388018,5
1.509233,0.114457,8
1.678354,1.218819,8
3.664079,2.035886,1
2.303608,-0.218732,9
-1.572951,1.676732,8
1.073731,1.158996,3
2.423560,2.285663,1
2.712610,1.142521,6
1.059787,1.661380,5
0.798772,-4.326574,7
1.094701,-1.875790,4
1.045207,2.234579,2
-0.142905,-0.393366,7
-4.157685,-0.457494,0
-0.380125,1.080582,3
-5.435936,2.039122,0
3.872384,1.316359,4
3.266795,1.067118,1
3.780551,1.418769,1
1.924564,-1.751171,7
-2.023449,-2.328612,9
3.684293,2.028894,1
